Title,Description,Language,Creator,Provider,Resource Class ,Resource Type,Theme,Temporal Coverage,Date Issued,Index Year,Spatial Coverage,Member Of,Geometry,Bounding Box,Rights,Access Rights,Format,Information,Download,ID,Identifier,Modified,Metadata Version,Suppressed
"""Household Broadband Access, Milwaukee, Wisconsin, 2015-2019""","""This tabular data, prepared by Data You Can Use, presents the share of households with access to broadband internet by census tract in the city of Milwaukee, Wisconsin. The data is sourced from the 2015-2019 American Community Survey 5-year estimates and utilizes 2010 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[2015-2019""]","""2020""","[2015, 2016, 2017, 2018, 2019]","[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t"", ""ark:-77981-gmgsr2282n0""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgsbrv16hh""",Milwaukee_BroadbandAccess_2015-2019.zip,"""ark:-77981-gmgsbrv16hh""","[""ark:/77981/gmgsbrv16hh""]",,"""Aardvark""",false
"""Household Access to Healthy Food, Milwaukee, Wisconsin, 2015""","""This tabular data, prepared by Data You Can Use, presents the share of households without a grocery store within 1/2 mile by census tract in the city of Milwaukee, Wisconsin. The data is sourced from the 2015 Food Research Atlas prepared by the Economic Research Service (USDA) and utilizes 2010 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[""2015""]","""2020""",[2015],"[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t"", ""ark:-77981-gmgsr2282n0""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgs73n5v2d""",Milwaukee_FoodAccess_2015.zip,"""ark:-77981-gmgs73n5v2d""","[""ark:/77981/gmgs73n5v2d""]",,"""Aardvark""",false
"""Household Access to Parks, Milwaukee, Wisconsin, 2018""","""This tabular data, prepared by Data You Can Use, presents the percent share of open park land within a census tract in the city of Milwaukee, Wisconsin. The data is sourced from the 2018 National Neighborhood Data Archive (NaNDA): Parks by Census Tract and utilizes 2010 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[""2018""]","""2020""",[2018],"[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t"", ""ark:-77981-gmgsr2282n0""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgs3bk3jp6""",Milwaukee_ParkAccess_2018.zip,"""ark:-77981-gmgs3bk3jp6""","[""ark:/77981/gmgs3bk3jp6""]",,"""Aardvark""",false
"""Data You Can Use Population Indicators, Milwaukee, Wisconsin, 2020""","""This collection of tabular data, prepared by Data You Can Use and released in 2020, presents population indicators by census tract in the city of Milwaukee, Wisconsin. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Collections""]","[""Table data""]","[""Society""]","[""2010-2016""]","""2020""","[2010, 2011, 2012, 2013, 2014, 2015, 2016]","[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""",,"""ark:-77981-gmgszkh1c3r""",,"""ark:-77981-gmgszkh1c3r""","[""ark:/77981/gmgszkh1c3r""]",,"""Aardvark""",false
"""Population Change, Milwaukee, Wisconsin, 2010-2016""","""This tabular data, prepared by Data You Can Use, presents the change in total population by census tract for the City of Milwaukee from 2010-2016. The data is sourced from the 2010 Decennial Census Table PCT1, 2012-1026 American Community Survey 5-Year Estimate, and utilizes 2010 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[""2010-2016""]","""2020""","[2010, 2011, 2012, 2013, 2014, 2015, 2016]","[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t"", ""ark:-77981-gmgszkh1c3r""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgsttdz2q3""",Milwaukee_PopulationChange_2010-2016.zip,"""ark:-77981-gmgsttdz2q3""","[""ark:/77981/gmgsttdz2q3""]",,"""Aardvark""",false
"""Households with Children and Adolescents, Milwaukee, Wisconsin, 2010-2016""","""This tabular data, prepared by Data You Can Use, presents the percent change in households with individuals under the age of 18 by census tract for the City of Milwaukee from 2010-2016. The data is sourced from the 2010 Decennial Census Table PCT1, 2012-1026 American Community Survey 5-Year Estimate, and utilizes 2010 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[""2010-2016""]","""2020""","[2010, 2011, 2012, 2013, 2014, 2015, 2016]","[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t"", ""ark:-77981-gmgszkh1c3r""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgsq2bvsb9""",Milwaukee_HouseholdsWithChildren_2010-2016.zip,"""ark:-77981-gmgsq2bvsb9""","[""ark:/77981/gmgq2bvsb9""]",,"""Aardvark""",false
"""Race and Ethinicity, Milwaukee, Wisconsin, 2010-2016""","""This tabular data, prepared by Data You Can Use, presents population data for Asian, Black, Latinx/Hispanic and white residents by census tract for the City of Milwaukee from 2010-2016. The data is sourced from the 2010 Decennial Census Table PCT1, 2012-1026 American Community Survey 5-Year Estimate, and utilizes 2010 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[""2010-2016""]","""2020""","[2010, 2011, 2012, 2013, 2014, 2015, 2016]","[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t"", ""ark:-77981-gmgszkh1c3r""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgsk98sgz3""",Milwaukee_PopulationByRaceAndEthnicity_2010-2016.zip,"""ark:-77981-gmgsk98sgz3""","[""ark:/77981/gmgsk98sgz3""]",,"""Aardvark""",false
"""Data You Can Use Health Indicators, Milwaukee, Wisconsin, 2020""","""This collection of tabular data, prepared by Data You Can Use and released in 2020, presents health indicators by census tract in the city of Milwaukee, Wisconsin. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Collections""]","[""Table data""]","[""Society"", ""Health""]","[""2012-2016""]","""2020""","[2012, 2013, 2014, 2015, 2016]","[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""",,"""ark:-77981-gmgsfj6q6kd""",,"""ark:-77981-gmgsfj6q6kd""","[""ark:/77981/gmgsfj6q6kd""]",,"""Aardvark""",false
"""Housing Units Built Before 1950, Milwaukee, Wisconsin, 2012-2016""","""This tabular data, prepared by Data You Can Use, presents the share of housing units built before 1950 by census tract in the city of Milwaukee, Wisconsin. The data is sourced from the 2012-2016 American Community Survey 5-year estimates, and utilizes 2010 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society"", ""Health""]","[""2012-2016""]","""2020""","[2012, 2013, 2014, 2015, 2016]","[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t"", ""ark:-77981-gmgsfj6q6kd""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgs9w0vv4x""",Milwaukee_Pre-1950Housing_2012-2016.zip,"""ark:-77981-gmgs9w0vv4x""","[""ark:/77981/gmgs9w0vv4x""]",,"""Aardvark""",false
"""Prevalence of Asthma, Milwaukee, Wisconsin, 2016""","""This tabular data, prepared by Data You Can Use, presents the percentage of adults who report having asthma by census tract in the city of Milwaukee, Wisconsin for 2016. The data is sourced from from the Centers for Disease Control and Prevention, National Center for Chronic Disease Prevention and Health Promotion, Division of Population Health, and utilizes 2010 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society"", ""Health""]","[""2016""]","""2020""",[2016],"[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t"", ""ark:-77981-gmgsfj6q6kd""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgs63xsjrp""",Milwaukee_Asthma_2016.zip,"""ark:-77981-gmgs63xsjrp""","[""ark:/77981/gmgs63xsjrp""]",,"""Aardvark""",false
"""Prevalence of Obesity, Milwaukee, Wisconsin, 2016""","""This tabular data, prepared by Data You Can Use, presents the percentage of adults who reported having a Body Mass Index (BMI) equal or greater than 30 by census tract in the city of Milwaukee, Wisconsin for 2016. The data is sourced from from the Centers for Disease Control and Prevention, National Center for Chronic Disease Prevention and Health Promotion, Division of Population Health, and utilizes 2010 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society"", ""Health""]","[""2016""]","""2020""",[2016],"[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t"", ""ark:-77981-gmgsfj6q6kd""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgs2bvq8c0""",Milwaukee_Obesity_2016.zip,"""ark:-77981-gmgs2bvq8c0""","[""ark:/77981/gmgs2bvq8c0""]",,"""Aardvark""",false
"""Mental Health Indicators, Milwaukee, Wisconsin, 2016""","""This tabular data, prepared by Data You Can Use, presents the percentage of adults who reported 14 or more days of poor mental health in the preceeding 30 days by census tract in the city of Milwaukee, Wisconsin for 2016. The data is sourced from from the Centers for Disease Control and Prevention, National Center for Chronic Disease Prevention and Health Promotion, Division of Population Health, and utilizes 2010 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society"", ""Health""]","[""2016""]","""2020""",[2016],"[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t"", ""ark:-77981-gmgsfj6q6kd""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgsxksn2s1""",Milwaukee_MentalHealth_2016.zip,"""ark:-77981-gmgsxksn2s1""","[""ark:/77981/gmgsxksn2s1""]",,"""Aardvark""",false
"""Access to Dental Care, Milwaukee, Wisconsin, 2016""","""This tabular data, prepared by Data You Can Use, presents the percentage of adults who reported visiting a dentist or dental clinic in the previous year by census tract in the city of Milwaukee, Wisconsin for 2016. The data is sourced from from the Centers for Disease Control and Prevention, National Center for Chronic Disease Prevention and Health Promotion, Division of Population Health, and utilizes 2010 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society"", ""Health""]","[""2016""]","""2020""",[2016],"[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t"", ""ark:-77981-gmgsfj6q6kd""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgsstqjsdv""",Milwaukee_DentalVisits_2016.zip,"""ark:-77981-gmgsstqjsdv""","[""ark:/77981/gmgsstqjsdv""]",,"""Aardvark""",false
"""Data You Can Use Market Value Indicators, Milwaukee, Wisconsin, 2020""","""This collection of tabular data, prepared by Data You Can Use and released in 2020, presents market value indicators in the city of Milwaukee, Wisconsin. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Collections""]","[""Table data""]","[""Society""]","[""2017-2018""]","""2020""","[2017, 2018]","[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""",,"""ark:-77981-gmgsp2ngh1j""",,"""ark:-77981-gmgsp2ngh1j""","[""ark:/77981/gmgsp2ngh1j""]",,"""Aardvark""",false
"""Vacancy Rate, Milwaukee, Wisconsin, 2018""","""This tabular data, prepared by Data You Can Use, presents share of vacant housing in 2018 by census tract in the city of Milwaukee, Wisconsin. The data is sourced from the Milwaukee City Water Department file of properties where whater service has been shut off, and utilizes 2020 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[""2018""]","""2020""",[2018],"[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t"", ""ark:-77981-gmgsp2ngh1j""] ","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgsj9kd6nb""",Milwaukee_VacancyRate_2018.zip,"""ark:-77981-gmgsj9kd6nb""","[""ark:/77981/gmgsj9kd6nb""]",,"""Aardvark""",false
"""Rate of Homeownership, Milwaukee, Wisconsin, 2018""","""This tabular data, prepared by Data You Can Use, presents the share of owner-occupied housing units by census tract in the city of Milwaukee, Wisconsin in 2018. The data is sourced from the City of Milwaukee Master File and utilizes 2010 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[""2018""]","""2020""",[2018],"[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t"", ""ark:-77981-gmgsp2ngh1j""] ","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgsdncjv6v""",Milwaukee_HomeownershipRate_2018.zip,"""ark:-77981-gmgsdncjv6v""","[""ark:/77981/gmgsdncjv6v""]",,"""Aardvark""",false
"""Median Home Price, Milwaukee, Wisconsin, 2017""","""This tabular data, prepared by Data You Can Use, presents the median sale price of residential property by census block group in the city of Milwaukee, Wisconsin in 2017. The data is sourced from the Milwaukee Office of the City Assessor and utilizes 2010 Census block groups. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[""2017""]","""2020""",[2017],"[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t"", ""ark:-77981-gmgsp2ngh1j""] ","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgs8w9gjtn""",Milwaukee_MedianHomePrice_2017.zip,"""ark:-77981-gmgs8w9gjtn""","[""ark:/77981/gmgs8w9gjtn""]",,"""Aardvark""",false
"""New Home Construction and Major Rehabs, Milwaukee, Wisconsin, 2017""","""This tabular data, prepared by Data You Can Use, presents the share of residential properties with permits issued for new construction or substantial renovation by census block group in the city of Milwaukee, Wisconsin for the year 2017. The data is sourced from Milwaukee Department of Neighborhood services, and utilizes 2010 Census block groups. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[""2017""]","""2020""",[2017],"[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t"", ""ark:-77981-gmgsp2ngh1j""] ","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgs547d8fb""",Milwaukee_HomeConstruction_2017.zip,"""ark:-77981-gmgs547d8fb""","[""ark:/77981/gmgs547d8fb""]",,"""Aardvark""",false
"""Foreclosures, Milwaukee, Wisconsin, 2017""","""This tabular data, prepared by Data You Can Use, presents the rate of residential foreclosure by census block group in the city of Milwaukee, Wisconsin for 2017. The data is sourced from Milwaukee Master Poperty File and City Foreclosed Properties File, and utilizes 2010 Census block groups. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[""2017""]","""2020""",[2017],"[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t"", ""ark:-77981-gmgsp2ngh1j""] ","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgs1c5b02n""",Milwaukee_Foreclosures_2017.zip,"""ark:-77981-gmgs1c5b02n""","[""ark:/77981/gmgs1c5b02n""]",,"""Aardvark""",false
